Measurements
125305
115723
115966
120666
108582
106262
111205
106384
95825
106873
106811
96191
105774
108154
102172
111145
62622
93017
104919
94422
108154
138244
124145
129638
114685
102173
114257
99426
108398
108338
97534
106200
94238
106079
105347
94482
104797
100769
112243
63965
104614
94421
106384
112610
127013
119690
127197
114196
102783
114136
111938
95886
109863
97229
106689
97168
93261
85937
105896
94604
131104
125915
101806
123230
115417
121215
123291
133179
129272
132507
101989
116028
104736
108825
93140
107177
107055
94849
105224
95093
105346
105408
94299
111877
100402
73486
90271
104614
94971
106384
125915
111816
127563
121948
114807
117736
118835
105835
105774
99426
106994
95886
107483
105835
94665
104858
99121
111755
86914
83801
94238
104858
94909
128479
112976
128478
136841
114380
116637
119568
109558
105773
110535
94665
107544
95092
107727
107971
95337
107788
101989
113098
61767
94238
105713
94543
108154
127868
120300
153320
101929
117004
104797
111511
105957
96984
108276
97290
106323
96374
105225
95886
106933
102417
112487
63111
101501
104431
94665
108154
116211
113586
128967
118652
115295
105529
110840
95214
109131
107116
94849
105285
93994
83923
94116
104919
94116
113159
112610
93567
94238
104553
94482
127502
113952
117676
131957
115967
103515
130371
107483
107299
108887
96252
105956
95276
105713
95092
104858
94910
134033
125243
69825
123168
100464
105102
98144
128113
111267
132262
103516
106262
113586
104248
104492
94726
109009
106750
94971
105895
95398
105652
95092
121765
102478
85021
85999
104675
94421
106079
117370
110779
111877
128967
102844
130676
117126
106872
93506
109008
96069
106445
95703
95398
107971
95154
104919
112853
100098
78552
88745
104431
94238
105651
127930
99670
125671
138977
135680
138916
135132
121703
114075
106323
96191
106262
94543
105591
93810
105286
108337
111999
93689
75622
94116
104736
94971
110168
125671
112426
129334
114257
102722
130005
110229
94848
108764
108704
95825
106750
74402
102966
94360
104797
99182
113159
85143
104553
116333
124145
124207
136718
113403
124023
121643
117919
113159
112305
105285
96008
109070
95947
106079
94787
106201
94482
105041
107056
118652
94787
60913
89050
104553
93994
105529
128174
99182
124816
134705
102355
114136
112670
108276
105957
110840
96069
106811
96435
106140
94360
105469
107605
102050
93933
61035
105285
94238
105469
99426
153991
100220
132507
133056
145385
134949
131530
123657
105285
106384
93933
105042
94604
104614
94604
104431
113647
102112
73974
114135
115051
93689
107971
106140
112060
115478
122742
114135
114929
102356
107177
109497
121582
96435
105224
95337
84595
94970
104858
95032
120056
101379
97045
94422
105285
94787
107056
129943
100220
152160
115417
131103
115356
109131
97351
109680
98632
108459
97595
107666
96924
106811
96863
126403
102783
74890
105590
95093
105163
99060
129577
111450
116028
128723
103637
130615
110229
105530
106384
96923
105896
94482
106445
94482
106995
96313
116089
102355
59997
95215
105713
94787
108947
128540
120422
147522
138000
122131
102478
112426
94604
108582
108764
95398
105651
94605
106323
94482
104980
109253
111694
84411
83923
94482
104614
94727
124633
108459
111755
136963
114441
103454
114563
101074
105285
108947
110718
96557
107056
106201
95275
105469
108093
101623
111267
73852
93811
94421
104858
94787
147888
110657
113159
143920
136535
137268
112915
107055
93628
106872
94727
105163
94116
84289
93140
103820
94177
109436
101501
91613
100586
94543
106872
96741
117614
111633
113342
123108
129821
102539
127075
95154
105407
109375
95947
107421
97961
108399
96313
106933
101135
113342
90149
83130
95336
104675
94238
124329
128539
120178
137146
114379
118836
114928
110169
103759
109619
94848
105408
94482
106018
94970
106445
111755
112915
95093
80444
95703
107238
96069
127930
111694
113891
124084
113342
130127
102294
119812
93445
108825
96008
105774
95825
105896
94360
105102
94177
113464
99731
74036
92834
104797
93994
105468
128906
98694
126159
120056
112732
102966
113586
98938
103820
100464
107971
105712
95825
84290
94604
105957
95275
114014
103271
78491
98083
95215
105835
94726
129272
110779
143798
146606
145813
133850
143249
117065
110229
106994
94422
104675
93810
104920
94482
104675
95336
101929
100097
88928
62805
106323
95581
105346
110901
114807
124389
116760
128540
117309
117493
107055
94543
108276
96558
106811
106872
95215
105712
94483
108642
101196
111267
74462
95276
105591
94604
123779
110778
111145
123901
113769
130188
102661
121459
95764
107239
95520
94665
104797
97046
106689
95275
104187
99304
111816
79834
64392
104980
105408
94421
109558
116393
110718
135498
116454
103760
114196
107483
100708
106750
97656
109375
94665
106384
105163
95154
105102
100158
112122
80566
88073
93750
105164
94665
128356
111511
138245
117858
102783
129638
103210
118469
94299
109436
95764
105346
94849
85449
95458
105774
95398
113342
99853
94848
95093
105346
96130
136902
113952
113892
118285
113465
105346
115478
101074
95092
99853
95825
105590
95520
105896
95031
105041
94055
108765
110778
87341
81787
94360
104675
93933
122681
125243
121033
149963
129516
145324
134827
132690
114746
108032
106750
96313
105591
94360
105041
93750
104858
99182
112975
94116
81787
105835
94482
105286
115600
112792
112854
132324
102173
114379
102234
107605
109618
97412
105652
96069
107788
97351
106017
95581
105957
112976
100952
75073
116210
108337
94849
108703
123474
99365
111755
128052
112792
118347
109375
107238
104797
97778
105774
105346
94055
73548
104614
94299
105163
109680
101257
96496
105286
95214
105225
112243
113159
129028
142822
101684
114319
117858
94543
109558
109435
96863
107849
95642
106933
106262
95520
102416
144470
97290
65613
104858
93872
105407
125427
112243
127991
142822
101989
113891
106018
106506
107605
96069
106079
95031
106201
95886
104492
94482
94605
113220
100646
60852
95764
105286
95641
107605
152465
120423
147643
102112
114196
117676
108032
108703
107788
95825
105224
94849
106811
106262
95336
105652
102600
112487
61218
104065
95154
107848
96741
127441
110473
139587
118225
113586
114990
114441
107971
107238
97412
106079
94909
94116
