Measurements
41565
32714
19471
11840
17884
34667
23743
42114
24353
18311
18188
21851
13488
13245
15930
13550
22888
12756
12024
14588
12085
12268
18859
12207
12085
11902
12085
12085
12024
11963
18676
12146
12146
12391
12207
12573
11841
19042
11963
12024
12085
11902
12024
11963
12024
20019
17456
11719
12329
11841
17822
12146
12268
14465
12085
11719
11474
11353
17395
11413
11597
12573
11597
11291
11353
11413
17456
11414
12329
11597
11474
11353
11474
11780
11292
17089
12574
17456
11963
11352
11597
17151
12023
11597
14221
11353
11718
11414
12634
17456
11597
11719
12695
11291
11780
11597
17517
12024
11596
11536
12573
11353
11535
17578
11597
11353
11413
11292
21728
17944
11414
11352
11658
11719
12329
19897
11353
11657
11658
11475
11413
11292
11535
18799
11597
11596
11475
11414
11657
12146
17273
12512
11597
11719
11291
11536
18371
11841
14099
20447
11597
11413
17517
11780
11352
12268
13428
12024
17273
11536
11718
11597
11658
11596
12390
11841
11474
11841
11841
11718
11597
11475
18249
11353
11840
11475
11536
11779
11658
17334
22217
11596
11475
11658
11657
12085
17517
13672
11597
16418
13367
21240
12085
12939
11658
13367
11352
26978
12512
11963
12268
11535
11780
18494
11657
12024
11719
11658
11718
16053
12451
18738
11779
11475
11719
11779
11658
11963
21728
14832
11902
11779
11536
17700
12329
11536
13794
11902
12329
11474
17334
11841
12512
11658
12634
11963
12329
11780
11474
11841
17700
12146
12329
12879
14587
19836
12574
11718
11536
13489
22155
13794
17578
11841
11719
11841
11718
14161
17578
11657
11719
11475
12634
11719
11718
18372
11658
11718
11475
11841
11718
11780
11719
12756
17700
11658
11597
12024
11718
12390
11719
20996
13367
17456
11719
11596
11963
11414
11840
19837
11535
11658
11658
12695
11902
11719
12512
11718
17456
11902
11658
11780
11779
12024
12513
17456
11657
11780
11658
11718
11719
11658
23376
13123
11535
11780
11292
11962
17579
12451
13672
11962
11719
11902
11536
12329
18005
12817
11658
11841
11841
11718
11536
11780
11535
11597
12756
17883
11719
11719
11963
11657
11597
22278
14343
11902
11597
11840
11719
17212
11658
14282
11535
11658
11597
17883
11536
11535
11536
12756
11780
17517
11902
11658
11718
11597
12756
11597
11658
17395
11779
11658
11841
11963
13855
19287
11901
11657
11780
12818
11657
11780
14465
17822
11597
12085
11475
12573
14221
11658
12695
17456
11780
11841
11840
11658
11658
12329
18066
12024
11719
11963
12085
11840
11902
18494
11902
11474
11719
11780
11596
11536
11902
28015
12085
11718
11719
11780
11719
11657
18250
14282
11597
11596
11902
11597
11841
11718
11719
13123
11657
12330
12084
11719
12024
11841
18555
11596
11902
11902
11658
11901
11780
12085
20142
19287
11779
12024
11475
11963
11657
11780
19898
11657
11841
11780
11657
11597
11780
11902
12756
11780
11780
11780
11657
11902
11719
18371
11902
11597
11658
11718
11658
12329
11658
11718
21728
11658
11719
11963
11657
14160
13916
12085
17212
11840
11902
16785
17700
12268
16785
13183
11658
11963
11718
17701
12329
12207
12695
12573
11597
11780
11840
17639
11841
11780
11902
21118
12817
11719
17700
11780
11841
11963
11535
14404
11780
11780
11658
11536
12146
11657
12573
11780
11658
11719
17517
11718
11719
11963
12451
11902
11963
11535
11719
11841
11597
11597
12756
12024
11963
11596
11780
17517
11719
11780
17517
15563
11719
17456
11658
11780
11840
12024
14160
11536
11841
12024
17883
11841
12024
11657
13001
11596
11719
11414
11657
17456
11780
11780
12512
11719
11719
17700
12390
12085
11780
15197
18128
11535
12024
11597
17639
12146
11658
13671
11780
11841
11902
17395
11718
11841
11536
12695
11719
11474
11780
17700
11658
11841
11474
12513
11596
11597
12634
11841
13916
13184
14221
21179
13245
17700
12085
11780
12878
12085
12817
13123
17700
12146
11902
11535
11841
11902
12024
12512
18066
12390
12268
12391
12084
12024
13123
12085
18066
12207
12146
12024
12268
12146
17273
17517
18188
12146
12207
12207
12329
12207
14771
12146
12024
17944
12146
12329
12329
12268
12818
13122
13611
20264
12390
12207
13305
14099
12390
12085
18494
12390
12878
12085
12452
14831
20996
18005
11536
11841
11963
11657
11780
13611
12207
17639
11841
11902
11535
11536
11658
12390
11596
12207
17334
11597
11780
11535
11658
12573
11719
17517
11536
11657
11841
11658
12146
18371
11719
12268
11475
11901
11536
11780
22583
17700
11841
11596
11841
11780
11597
11596
19653
11841
12024
11719
12085
11902
11840
11841
18860
11536
11901
11902
11841
11719
13305
17884
11657
11780
11841
11841
11840
11719
17700
14038
19959
11596
11536
11414
11657
11475
11413
19471
12268
11596
11902
11780
11597
11901
11719
18433
11718
11658
11841
11596
12085
11231
17151
12695
11719
11474
11658
11536
17028
14405
12512
22461
11291
17639
11536
11474
11536
11536
12756
14160
16907
11535
11353
11963
11657
11353
12512
17456
11414
11657
11597
11597
11840
11841
12451
17029
11780
11719
11840
13184
11841
11535
24597
11780
11658
11719
11779
17334
11536
13428
11901
11536
11292
11352
11475
11413
17395
12634
11536
11230
11536
11597
11291
11658
11597
18249
11658
11841
11657
11658
11658
11474
11597
22888
16357
11597
11413
11536
11841
11780
18127
13855
11841
11413
11597
11658
11840
18128
11658
12939
11719
11535
11597
11658
12451
11596
18494
11414
11596
11475
11657
11597
11231
11474
18005
11475
11292
11657
11658
12024
11474
11535
21057
13184
11841
11718
11597
17456
11475
11413
13916
11536
11535
11841
11719
11719
11657
18006
12451
11535
11841
11658
11780
11779
11780
17944
13123
12146
12146
11780
11413
12085
11780
18493
17029
13123
11352
11597
11841
17212
11901
14038
11780
11597
11719
11535
17456
11658
11474
12757
11596
11414
11536
11474
17578
11475
11535
12452
12329
13671
12269
18371
12085
12390
12695
16907
14709
11963
18372
12146
12512
12207
12207
14404
12390
12207
18128
13122
12146
12207
13245
13061
12268
12329
12269
18127
12085
12024
13183
11963
12268
12085
18311
12390
13122
12573
15625
22095
12207
12024
12146
12390
12207
19348
13062
11596
11963
11658
11719
11596
11658
18616
11474
11658
11535
11902
11963
11658
11657
18677
11658
11536
11657
12024
11536
11718
11780
22705
13123
11963
11779
11658
11780
17578
11780
14099
11902
11657
11475
11780
17883
11902
11657
12451
11780
11841
12024
11841
11779
11718
12635
11718
11719
11780
11841
11535
17639
11841
12879
11535
11658
11719
11718
17395
11841
11353
20019
13489
11841
11779
11840
12574
11840
11719
14038
11597
11474
11780
17578
11658
15564
13367
11901
12024
11719
17822
12024
11597
11779
13184
11902
11535
11536
17273
11597
11657
11841
11719
17029
19165
11962
11780
11719
11597
11779
13855
17578
11902
11902
11597
11840
11841
12573
18433
11841
11780
11474
11780
11597
11413
11658
18676
11475
11658
11963
11596
11902
11536
11657
28382
12146
11474
11597
11841
11535
11902
19714
11719
11780
11780
11718
11841
11536
17456
12817
11841
11780
11840
11719
17761
11963
12573
12574
11718
15076
13306
12756
11414
13061
21301
16358
11779
11841
12024
12695
17823
12085
14282
11780
11901
11780
11536
17639
11780
11352
12512
11963
11658
17517
12573
11780
11841
11718
